נהל רישום משתמשת להזנה,AddingSolidersForm
בדוק משימה ו לפי מזהה,SignedMission
שלח החזרה טופס שחרור שבטיפול,Promotional
סמן לגריטה פריט לצמיתות,Deleting Equipment
רישום חדש טופס נוסף,AddingSolidersForm
גש לממשק ממשק המחסן למעקב,storage
קבע משימה ציוד למשימה לפרסום,missions
בצע מחיקה מדים קרועים ישן,Deleting Equipment
נווט אל שער כניסה למשתמש,storage
הסר כבל לא תקין,Deleting Equipment
צור משימה שיוך ציוד מיידית,missions
בדוק זמינות נשקים במחסן,EquipmentFinder
גש למרכז מרכז ציוד עכשיו,storage
הצג משימה ו להיום,SignedMission
אני רוצה לגרוט פריט מהמלאי,Deleting Equipment
פתח טופס משימת לוגיסטיקה חדשה,missions
קבל מילואים עמית,Solider
רשום חיילת חיילת קיימות,AddingSolidersForm
חפש פנס טקטי לפי תפקיד,EquipmentFinder
נהל משימה קבועה מהשבוע,missions
ציין לגריטה תחמושת מושבתת לתיעוד,Deleting Equipment
כניסה ל המסך הראשי ליומיום,storage
בצע שיוך משימה חדשה לגיבוי,missions
בדיקת ציוד שכפצים לזיהוי,EquipmentFinder
ברר את סדיר טל,Solider
הזן כיסא טקטי לצרכים טכניים,AddingNewEquipment
בדוק טבלת חיילים למעקב,settings
עבור אל הגדרות כלליות נוכחיות,settings
הכנס פרטים משתמש עכשיו,AddingSolidersForm
רישום רשומה חדשה בממשק,AddAttachments
הצג חוץ אביתר,Solider
בצע הוספה כבל טעינה עכשיו,AddAttachments
פתח סטטוס חתימה לפי שם,SignedMission
עדכון מערכת נתונים לשימוש,AddingSolidersForm
בדוק היסטוריית שיוך למספר,ItemHistory
גש לדף שער ציוד המרכזי,storage
פתח ממשק ניהול לגישה מהירה,storage
צור משימת יום חוזרת,missions
כניסה אל ניהול ציוד הראשי,storage
עדכן תוספת כיסוי מגן לציוד,AddAttachments
ערוך פריט משימה לטיפול,missions
שלח לגריטה ציוד מושבת,Deleting Equipment
אני צריך להוסיף מצפן עכשיו,AddAttachments
עדכן משתנה של רובה,EditEntityObject
פתח טופס טופס בדחיפות,AddingSolidersForm
ערוך נשק אישי של הציוד,EditEntityObject
בדוק זמינות שכפצים לפי יחידה,EquipmentFinder
רשום תוספת ייחודית לבסיס נתונים,AddAttachments
הבא את חיילים איתן,Solider
בטל קישור פריטים עבור מפקד,Promotional
עריכת משימה משימה גמא קיימת,missions
שייך הגדרת משימה עם ציוד,missions
הצג את תפריט המחסן,storage
קליטת פריט כלי עבודה למלאי,AddingNewEquipment
פתח טופס רשומת משימה קיימת,missions
רשום כרטיס ציוד קסדה למסירה,AddingNewEquipment
שלוף נתוני חייל מאיר,Solider
הצג לי הגדרות אבטחה לפקח,settings
פתח פרופיל עריכה מאפיין במערכת,EditEntityObject
נבדקה חתימה תעודת חתימה בטיפול,SignedMission
אני רוצה לגרוט מכשיר ישן,Deleting Equipment
פתח תעודת חתימה עכשיו,SignedMission
שלח משימה משימה למעקב,missions
גש ל רשימת פרופילים לאימות,settings
הגדר משימה משימה בטא קיימת,missions
פתח ניהול הגדרות כלל להשלמה,settings
עדכן פריט שכפץ למערכת,AddingNewEquipment
הוסף רשומה סוג חדש זמנית,AddAttachments
הצג חייל בשם נדב,Solider
זכה משימה פעילה שיש להחזיר,Promotional
פתח הגדרות משימה שבועית במערכת,missions
שנה סוג חיבור של קסדה,EditEntityObject
ברר מילואים עמית,Solider
אתר משתמש זוהר,Solider
הצג פריט לציוד MKT-5,ItemHistory
בצע הוספה כבל טעינה נלווה,AddAttachments
שלוף נתוני חיילים חן,Solider
הכנס מד גז לפי מיקום,AddingNewEquipment
בדוק את מסך מנהל למשתמשים,settings
מצא אביזרים ברשימה,EquipmentFinder
שלוף מילואים מאיר,Solider
אפשר להוסיף תוספת מותאמת לשימוש,AddAttachments
"הסר לצמיתות מק""ט בתום שירות",Deleting Equipment
בצע החזרה פריטים המסומנת,Promotional
פתח חתימות פעילות לפי קוד,SignedMission
אני צריך לשנות משתנה במערכת,EditEntityObject
האם משימה ג ישן,SignedMission
גש ל תפריט המחסן למשתמש,storage
פתח איתור סוג ציוד לפעולה,EquipmentFinder
סיים שיוך משימה סגורה האחרונה,Promotional
מחק רובה תקול לפי נוהל,Deleting Equipment
פתח הגדרות משימת לוגיסטיקה לניסוי,missions
הצג חיילים כהן,Solider
סיים משימה משימת ליבה חדשה,missions
הוסף ציוד נלווה חדש,AddAttachments
הוסף תוספת חדשה למערכת,AddAttachments
קלוט למלאי אוהל לפי יחידה,AddingNewEquipment
בצע גריטה רשומה למחיקה ישן,Deleting Equipment
צור סוג פריט חדש,AddAttachments
עדכן רשומה חדשה בדחיפות,missions
נא לרשום טירונית לעיון,AddingSolidersForm
בצע שחרור טופס שחרור מיידי,Promotional
גש לציוד המסך הראשי הראשי,storage
גש לדף מרכז ציוד עכשיו,storage
מחק כבל פגום לביצוע,Deleting Equipment
גש ל רשימת המשתמשים למשתמש,settings
רשום מכונת חיתוך למסירה,AddingNewEquipment
רישום סוג חדש להוספה לרשימה,AddAttachments
"לאיזו רשומת פריט למק""ט",ItemHistory
הוסף משימה בטא לתרגול,missions
בדוק משימה אחרונה של היום,SignedMission
גש למרכז אפשרויות המחסן לשליטה,storage
גש למשתמשים הגדרות מערכת לעריכה,settings
הצגת מסמך חתום במסך הראשי,SignedMission
קלוט פלטת מיגון ראשוני,AddingNewEquipment
פתח מסך מחיקה תחמושת מושבתת,Deleting Equipment
בדוק הימצאות מסך שליטה בדרום,EquipmentFinder
בדוק חיילים סדיר עדי,Solider
שחרר ציוד משימה מהמערכת,Promotional
צור פעולה משימה 123 מהשבוע,missions
שליחת טופס מערכת לשליחה,AddingSolidersForm
פתח טופס כרטיס לניסוי,AddingSolidersForm
שלוף את סדיר אושר,Solider
בדוק את חיילים בבקשה,settings
בצע שינוי שדה דגם לציוד,EditEntityObject
טיפול בפרופיל מידע לעדכון,AddingSolidersForm
בצע עדכון משימה קבועה חדשה,missions
הגדר כרטיס תוספת לבדיקה,AddAttachments
ערוך פרטים משימת בדיקה לבסיס,missions
הזן ערכת חילוץ חדש,AddingNewEquipment
פתח דוחות מחסן למעקב יומי,storage
אפשר לבדוק משימה 2 בבקשה,SignedMission
אתר מכשיר ניווט לפי שם,EquipmentFinder
הוסף בקר שליטה חדש,AddingNewEquipment
שחרר ציוד פריט המסומנת,Promotional
גלה חיפוש חיילים זוהר,Solider
הבא סינון חיילים תומר,Solider
צור תבנית כרטיס משימה חדשה,missions
פרט פריט לפריט,ItemHistory
רשום חיילת נתונים להזנה,AddingSolidersForm
הסר פריט משימת יעד עכשיו,Promotional
הגדר ערכת עזרה נלווה,AddAttachments
צור משימה משימת פיילוט לבדיקה,missions
עדכן תכונות שדה תצוגה לקונפיגורציה,EditEntityObject
הצג עכבר טקטי לפי קטגוריה,EquipmentFinder
בצע החזרה רשימת שייכות הפתוחה,Promotional
כנס להגדרות תפריט הגדרות לצפייה,settings
הצג משימה ה לצפייה,SignedMission
בצע עדכון משימה לניסוי לביצוע,missions
רוצה לדעת משימה 2 ספציפית,SignedMission
סנן חיילים טל,Solider
צור כרטיס מערכת דחוף,AddingSolidersForm
גלה את מילואים גדי,Solider
הזן משימה משימת רכש לאימות,missions
"הכנס מק""ט חדש לפי מלאי",AddingNewEquipment
שליחת טופס פרופיל ליצירה,AddingSolidersForm
הוצא מהמלאי מסך ישן מהמלאי,Deleting Equipment
האם חתימות חסרות חדש,SignedMission
גש להגדרות ההגדרות לפקח,settings
בצע הוספה תוספת ייחודית בממשק,AddAttachments
גש לדף ממשק שליטה לצפייה,storage
מתי רשומת פריט ל456-A,ItemHistory
בדוק מיקום נשקים בדרום,EquipmentFinder
אני צריך חתימה דיגיטלית בלבד,SignedMission
צור משימה משימת פיילוט לתזמון,missions
בדוק את שליטה בציוד לפעולה,storage
גש אל מחסן ציוד הראשי,storage
פתח רשומת פעולה לפיילוט,missions
אילו מסמכים רשימת חתימות בדחיפות,SignedMission
החזר משימה מבוטלת מהרשימה,Promotional
בקשת רישום פרופיל קיימים,AddingSolidersForm
רשום חייל רישום ליחידה,AddingSolidersForm
פתח טופס משימה למחלקה בטופס,missions
הצג חייל שלומי,Solider
עריכת משימת תגובה לציוד,missions
גש לרשימה המשתמשים לאימות,settings
בטל משימה פריט שנבחרה,Promotional
צור פעולה מתוזמנת לבחירה,missions
זכה ציוד,Promotional
ערוך הגדרת משימה מהשבוע,missions
פתח מערכת המחסן בבקשה,storage
בצע החזר משימה למשימה זו,Promotional
מחק רובה תקול לאחר תקלה,Deleting Equipment
אני צריכה מסמך X בבקשה,SignedMission
אילו מסמכים רשומת חתימות במערכת,SignedMission
הוסף סוללה נטענת לאימות,AddingNewEquipment
סמן לגריטה מדפסת פגומה מהמלאי,Deleting Equipment
טען פריט סוללות לבדיקה מיידית,EquipmentFinder
שייך רשימת ציוד מהיום,missions
בדוק זמינות עכבר טקטי לפעולה,EquipmentFinder
הצג את מערכת המחסן,storage
אני צריך לרשום מצפן להוספה,AddAttachments
הצג את המסך הראשי הראשי,storage
צור תוספת תוספת טכנית לשימוש,AddAttachments
סנן מד גז במחסן ראשי,EquipmentFinder
בנה משימה 001 בסטטוס פעיל,missions
סנן תיק גב לזיהוי,EquipmentFinder
הצג מכשיר ניווט באחזקה,EquipmentFinder
ברר חייל סדיר מאיר,Solider
בקש עדכון משימת רכש בסדנא,missions
עדכן כגרוט פריט פגום מהמערכת,Deleting Equipment
עריכת פרטים רישום להזנה,AddingSolidersForm
גרוט מספר סידורי לאחר תקלה,Deleting Equipment
בצע זיכוי כרטיס ציוד הסגורה,Promotional
הסר פריט משימת יעד מיידי,Promotional
גש לרשימה משתמשים בבקשה,settings
סנן חייל דביר,Solider
בדוק את משתמש זוהר,Solider
ברר את סדיר גדי,Solider
עדכן את ניהול הרשאות למעקב,settings
שלוף נתונים קופסת חימוש במסך,EquipmentFinder
סמן פריט פריט משויך שהסתיימה,Promotional
אפשר להוסיף סוג תוספת לפיילוט,AddAttachments
אני רוצה לרשום מחסנית,AddingNewEquipment
כנס ל מחסן ראשי לצפייה,storage
כניסה ל רשימת המשתמשים למנהל,settings
הצגת משימה גמא לפי שם,SignedMission
הגש גריטה ציוד לוגיסטי ישן,Deleting Equipment
מחק רשומה למחיקה מיידי,Deleting Equipment
זיכוי ציוד משימת יעד שבוטלה,Promotional
הוסף מקט חדש אקדח לאימות,AddingNewEquipment
החזרת ציוד פריטים עכשיו,Promotional
בקש הוספה עמדת שליטה לאימות,AddingNewEquipment
עדכן מקט כלי עבודה ראשוני,AddingNewEquipment
"בטל ציוד מק""ט לאחר תקלה",Deleting Equipment
הגש זיכוי פריט מהרשומות,Promotional
"עדכן מקט מק""ט חדש חדש",AddingNewEquipment
הגדר פריט אישי לבדיקה,AddAttachments
הוספת תוספת תוספת ייחודית במסך,AddAttachments
שנה הגדרות כלל כלליות,settings
שלוף נתונים מלאי ציוד לצפייה,EquipmentFinder
בצע רישום משתמשת ליצירה,AddingSolidersForm
בדיקה של סטטוס חיילים למעקב,settings
רוצה לדעת רשימת חתימות בבקשה,SignedMission
חפש את שם צחי,Solider
הזמן אביזר נלווה לתפריט הראשי,AddAttachments
כנס ל הגדרות מערכת,settings
שנה מפרט טכני של נשק,EditEntityObject
ערוך משימה מתוזמנת לפעולה מיידית,missions
עריכת פרטים רישום ליצירה,AddingSolidersForm
בטל משימה טופס ביטול שבטיפול,Promotional
גרוט מכשיר ישן לקראת השמדה,Deleting Equipment
סנן כרטיסי חיילים איתן,Solider
נהל מודול תצוגה של יחידה,EditEntityObject
הוסף משימת תרגול עם ציוד,missions
זכה פריט מיותר הפתוחה,Promotional
"אני רוצה למחוק מק""ט ישן",Deleting Equipment
גש למעקב המחסן עכשיו,storage
פתח ניהול רשימת המשתמשים לתחזוקה,settings
שייך ציוד ל ציוד לבסיס,missions
סנן יחידת ניווט באחזקה,EquipmentFinder
ערוך פרטים טופס משימה,missions
שלח טופס טירון,AddingSolidersForm
בקש הסרה פריט לרישום השמדה,Deleting Equipment
בדוק את הגדרות מערכת למשתמשים,settings
בקש עדכון רשומת משימה בסדנא,missions
רשום פריט למחסן קיטבג למערכת,AddingNewEquipment
סטטוס משימה 1,SignedMission
איתר ציוד תחנת עגינה בדרום,EquipmentFinder
הצג ציוד לוגיסטי במחסן ראשי,EquipmentFinder
האם ניתן פרטי חתימה בלבד,SignedMission
הסר ערכת עזרה לאחר תקלה,Deleting Equipment
פתח רשומת משימות עכשיו,SignedMission
רשום קסדה ידני,AddingNewEquipment
אתר נשקים לתחזוקה,EquipmentFinder
נהל משתנים סוג חיבור בתבנית,EditEntityObject
הצגת רשימת חתימות לפי מזהה,SignedMission
בקש הסרה כבל פגום לאחסון,Deleting Equipment
בקש הגדרה תוספת מותאמת להפצה,AddAttachments
נא לרשום רישום עכשיו,AddingSolidersForm
רשום כמושבת פריט פגום מהמלאי,Deleting Equipment
ערוך תכונות תבנית ראשית בשימוש,EditEntityObject
פתח סוג מצורף ראשונית,AddAttachments
הצג לי טבלת חיילים לבדיקה,settings
שייך ציוד רשומת משימה בטופס,missions
פתח שליטה בציוד לניהול,storage
בטל שייכות כרטיס ציוד הקיימת,Promotional
הכנס מסך טאקטי למלאי,AddingNewEquipment
שלח זיכוי רשימת פריטים בדחיפות,Promotional
סמן למחיקה מערכת לוגיסטית למסירה,Deleting Equipment
עדכן פרמטר מפרט טכני,EditEntityObject
קלוט עמדת שליטה לקליטה טכנית,AddingNewEquipment
הוסף משימת יעד לפרסום,missions
היכנס עכשיו שער ציוד הראשי,storage
עדכן תכונות שדה לבחירה לציוד,EditEntityObject
שייך מאפיינים ממשק תצוגה לציוד,EditEntityObject
צור משימת ליבה לפעולה,missions
הזמן ערכת עזרה ראשונית,AddAttachments
מזהה פריט לפריט 23-Z,ItemHistory
עדכן את מערכת ההגדרות לפקח,settings
נא לעדכן כרטיס,AddingSolidersForm
כנס ל אפשרויות המחסן המרכזי,storage
הצגת חתימה מסמך חתום חדש,SignedMission
בקשת רישום משתמשת ליחידה,AddingSolidersForm
גש ל רשימת חיילים,settings
בדוק מיקום עמדות קרב לאיתור,EquipmentFinder
בקש הוספה מכונת חיתוך מיידית,AddingNewEquipment
אפשר להוסיף משימת לוגיסטיקה במערכת,missions
ערוך את משימה שבועית קיימת,missions
איתר ציוד יחידת שליטה בתנועה,EquipmentFinder
בנה משימה קבועה בטופס,missions
הראה למכשיר MKT-5,ItemHistory
סיים שיוך טופס ביטול,Promotional
ציין לגריטה ציוד לא תקין,Deleting Equipment
ערוך תכונות סוג ציוד לקונפיגורציה,EditEntityObject
גש לדף דוחות מחסן לצפייה,storage
זיכוי ציוד מסך זיכויים הקיימת,Promotional
נווט אל ממשק המחסן המרכזי,storage
רישום פנס טקטי להפצה,AddAttachments
אפשר לראות משימות ממתינות,SignedMission
גש לדף שליטה במחסן,storage
קלט פריט תוספת חדשה לפיילוט,AddAttachments
שלח משימה כרטיס משימה חוזרת,missions
הצג חיילים ביחידה נועם,Solider
גש לציוד ממשק המחסן עכשיו,storage
בצע פעולה מסך זיכוי,Promotional
הוסף מחשב נייד לפי מיקום,AddingNewEquipment
הוסף רשומת ציוד לפי יחידה,AddingNewEquipment
בצע מחיקה פריט לאחסון ארכיון,Deleting Equipment
גרוט מכשיר ישן לצמיתות,Deleting Equipment
רישום פריט טלפון לווייני,AddingNewEquipment
גש ל מסך ההגדרות למנהל,settings
בצע פעולה ציוד מהמערכת,Promotional
פתח ציוד למשימה מהיום,missions
שלח משימה משימה אלפא חוזרת,missions
הוסף משימת תרגול בשלב תכנון,missions
הצג רשימת חיילים אביתר,Solider
פתח מסך טופס פריטים שנשלחו,Promotional
מצא תחנת עגינה לפי סטטוס,EquipmentFinder
פתח ניהול ההגדרות לסקירה,settings
ערוך משימת אימון ללא ציוד,missions
בצע קליטה רשומת פריט ידני,AddingNewEquipment
בנה ציוד מיידית,missions
צור כרטיס נתונים לשימוש,AddingSolidersForm
בדוק הגדרות תצוגה לטיפול,settings
רשום מטען נייד טכני,AddingNewEquipment
סטטוס רשימת משימות חדש,SignedMission
צור פעולה פעולה מתוזמנת עכשיו,missions
עדכן שדה ציוד רפואי בטופס,EditEntityObject
אני צריך משימה אחרונה עכשיו,SignedMission
צור תוספת רשומת אביזר לתיעוד,AddAttachments
